subid,goal,trial,item,positivity,utterance,judgment
anon-38,informative,39,review,pos,good,4
anon-38,no_goal,40,recital,neg,terrible,1
anon-39,social,1,monologue,pos,amazing,3
anon-39,social,2,dance,neg,okay,1
anon-39,no_goal,3,film,pos,amazing,4
anon-39,social,4,song,neg,amazing,1
anon-39,informative,5,cake,neg,good,2
anon-39,no_goal,6,poem,neg,amazing,2
anon-39,social,7,poem,pos,terrible,1
anon-39,social,8,film,neg,good,1
anon-39,both,9,review,pos,amazing,5
anon-39,no_goal,10,monologue,pos,terrible,1
anon-39,informative,11,solo,neg,bad,3
anon-39,both,12,recital,neg,okay,2
anon-39,social,13,solo,pos,good,3
anon-39,both,14,film,pos,bad,1
anon-39,social,15,presentation,neg,bad,3
anon-39,no_goal,16,song,neg,terrible,3
anon-39,both,17,song,pos,okay,3
anon-39,informative,18,review,pos,bad,2
anon-39,informative,19,poem,pos,good,4
anon-39,no_goal,20,cake,pos,bad,1
anon-39,informative,21,painting,pos,terrible,1
anon-39,no_goal,22,review,neg,okay,2
anon-39,no_goal,23,presentation,pos,okay,3
anon-39,both,24,solo,neg,amazing,2
anon-39,both,25,painting,pos,good,4
anon-39,both,26,poem,neg,bad,3
anon-39,informative,27,app,neg,terrible,2
anon-39,both,28,app,neg,good,2
anon-39,both,29,cookie,neg,terrible,2
anon-39,informative,30,presentation,neg,amazing,2
anon-39,no_goal,31,cookie,neg,good,2
anon-39,informative,32,recital,pos,amazing,5
anon-39,no_goal,33,dance,pos,good,4
anon-39,informative,34,cookie,pos,okay,3
anon-39,both,35,dance,pos,terrible,1
anon-39,informative,36,monologue,neg,okay,2
anon-39,no_goal,37,painting,neg,bad,3
anon-39,social,38,app,pos,okay,3
anon-39,social,39,recital,pos,bad,1
anon-39,social,40,cake,neg,terrible,2
anon-4,no_goal,1,app,pos,terrible,1
anon-4,social,2,painting,neg,amazing,1
anon-4,informative,3,solo,pos,okay,3
anon-4,both,4,cookie,neg,bad,3
anon-4,informative,5,cookie,pos,good,4
anon-4,informative,6,review,neg,bad,3
anon-4,no_goal,7,film,neg,okay,1
anon-4,informative,8,cake,neg,terrible,2
anon-4,both,9,solo,neg,terrible,2
anon-4,no_goal,10,painting,neg,terrible,1
anon-4,social,11,cake,pos,okay,1
anon-4,both,12,presentation,pos,bad,1
anon-4,social,13,presentation,neg,good,1
anon-4,both,14,cake,neg,good,2
anon-4,both,15,recital,pos,good,4
anon-4,informative,16,app,neg,okay,2
anon-4,social,17,cookie,pos,terrible,1
anon-4,no_goal,18,recital,neg,bad,3
anon-4,no_goal,19,presentation,pos,amazing,5
anon-4,social,20,monologue,pos,bad,1
anon-4,both,21,painting,pos,okay,3
anon-4,no_goal,22,cookie,neg,amazing,2
anon-4,both,23,film,pos,amazing,5
anon-4,both,24,monologue,neg,okay,2
anon-4,informative,25,dance,neg,good,2
anon-4,no_goal,26,solo,neg,good,1
anon-4,informative,27,monologue,pos,amazing,5
anon-4,social,28,poem,neg,okay,1
anon-4,both,29,review,neg,amazing,2
anon-4,no_goal,30,dance,pos,bad,1
anon-4,social,31,review,pos,good,2
anon-4,social,32,dance,neg,terrible,1
anon-4,no_goal,33,poem,pos,good,4
anon-4,informative,34,film,pos,bad,1
anon-4,social,35,app,pos,amazing,3
anon-4,social,36,song,neg,bad,1
anon-4,both,37,poem,pos,terrible,1
anon-4,informative,38,recital,pos,terrible,1
anon-4,no_goal,39,song,pos,okay,3
anon-4,informative,40,song,neg,amazing,3
anon-5,social,1,poem,neg,terrible,3
anon-5,no_goal,2,cake,neg,bad,3
anon-5,no_goal,3,song,neg,terrible,3
anon-5,both,4,cookie,neg,amazing,5
anon-5,social,5,film,neg,okay,3
anon-5,informative,6,dance,neg,okay,3
anon-5,social,7,recital,pos,okay,5
anon-5,no_goal,8,painting,neg,amazing,3
anon-5,no_goal,9,poem,pos,bad,1
anon-5,social,10,monologue,pos,bad,1
anon-5,no_goal,11,solo,pos,okay,4
anon-5,social,12,solo,neg,bad,5
anon-5,both,13,recital,neg,good,2
anon-5,social,14,presentation,neg,good,2
anon-5,both,15,song,pos,okay,3
anon-5,both,16,presentation,pos,bad,2
anon-5,informative,17,app,pos,okay,3
anon-5,informative,18,review,pos,bad,2
anon-5,both,19,review,pos,amazing,2
anon-5,both,20,monologue,neg,okay,3
anon-5,informative,21,cookie,neg,bad,2
anon-5,social,22,song,neg,amazing,2
anon-5,no_goal,23,film,pos,good,4
anon-5,informative,24,solo,neg,amazing,2
anon-5,social,25,painting,pos,terrible,3
anon-5,no_goal,26,review,neg,okay,2
anon-5,informative,27,poem,neg,good,3
anon-5,no_goal,28,presentation,pos,amazing,5
anon-5,informative,29,cake,pos,terrible,1
anon-5,informative,30,recital,neg,terrible,3
anon-5,both,31,film,pos,terrible,1
anon-5,social,32,cookie,pos,good,4
anon-5,no_goal,33,dance,pos,terrible,1
anon-5,both,34,app,neg,terrible,1
anon-5,both,35,painting,neg,bad,1
anon-5,no_goal,36,app,neg,good,1
anon-5,informative,37,monologue,pos,amazing,5
anon-5,informative,38,painting,pos,good,4
anon-5,both,39,cake,pos,good,4
anon-5,social,40,dance,pos,amazing,5
anon-6,informative,1,monologue,pos,okay,3
anon-6,social,2,painting,neg,okay,1
anon-6,both,3,review,pos,amazing,5
anon-6,no_goal,4,recital,pos,terrible,1
anon-6,informative,5,dance,pos,amazing,5
anon-6,no_goal,6,review,neg,okay,1
anon-6,no_goal,7,poem,pos,okay,3
anon-6,social,8,solo,pos,good,4
anon-6,no_goal,9,painting,pos,good,4
anon-6,informative,10,solo,neg,bad,3
anon-6,social,11,app,pos,okay,3
anon-6,social,12,film,neg,amazing,3
anon-6,no_goal,13,monologue,neg,good,1
anon-6,both,14,presentation,pos,bad,1
anon-6,both,15,painting,pos,terrible,3
anon-6,social,16,poem,neg,bad,3
anon-6,both,17,solo,neg,amazing,2
anon-6,both,18,song,neg,bad,3
anon-6,social,19,recital,pos,amazing,5
anon-6,both,20,monologue,neg,terrible,3
anon-6,no_goal,21,presentation,pos,amazing,5
anon-6,informative,22,app,neg,terrible,3
anon-6,no_goal,23,film,neg,terrible,3
anon-6,informative,24,cookie,pos,terrible,1
anon-6,social,25,dance,pos,bad,1
anon-6,informative,26,cake,neg,good,1
anon-6,no_goal,27,cookie,neg,bad,3
anon-6,social,28,cake,neg,terrible,3
anon-6,both,29,dance,neg,okay,1
anon-6,informative,30,song,pos,good,4
anon-6,both,31,film,pos,okay,3
anon-6,no_goal,32,cake,pos,bad,1
anon-6,no_goal,33,song,neg,amazing,3
anon-6,both,34,cookie,pos,good,4
anon-6,informative,35,review,pos,bad,1
anon-6,social,36,song,pos,terrible,3
anon-6,informative,37,recital,neg,okay,1
anon-6,both,38,app,neg,good,1
anon-6,informative,39,poem,neg,amazing,1
anon-6,social,40,presentation,neg,good,1
anon-7,no_goal,1,cake,neg,amazing,1
anon-7,both,2,review,neg,amazing,3
anon-7,no_goal,3,poem,neg,bad,3
anon-7,social,4,painting,pos,amazing,3
anon-7,no_goal,5,monologue,neg,okay,2
anon-7,informative,6,recital,pos,okay,3
anon-7,both,7,app,pos,bad,2
anon-7,informative,8,film,neg,amazing,2
anon-7,informative,9,solo,neg,good,2
anon-7,social,10,cookie,pos,bad,1
anon-7,both,11,recital,neg,terrible,3
anon-7,no_goal,12,painting,pos,terrible,1
anon-7,social,13,review,pos,good,3
anon-7,both,14,cake,neg,bad,3
anon-7,both,15,dance,pos,okay,3
anon-7,social,16,song,neg,okay,1
anon-7,informative,17,monologue,pos,bad,2
anon-7,informative,18,presentation,neg,terrible,2
anon-7,informative,19,cake,pos,good,4
anon-7,social,20,solo,neg,terrible,1
anon-7,social,21,app,neg,good,1
anon-7,informative,22,painting,neg,okay,2
anon-7,no_goal,23,app,pos,amazing,4
anon-7,both,24,song,pos,terrible,1
anon-7,both,25,cookie,neg,okay,1
anon-7,informative,26,cookie,pos,amazing,5
anon-7,social,27,film,neg,bad,2
anon-7,no_goal,28,solo,pos,bad,2
anon-7,both,29,poem,pos,good,4
anon-7,no_goal,30,film,pos,okay,3
anon-7,social,31,presentation,pos,okay,3
anon-7,informative,32,poem,pos,terrible,1
anon-7,social,33,cake,pos,terrible,1
anon-7,both,34,monologue,pos,amazing,5
anon-7,both,35,presentation,neg,good,1
anon-7,no_goal,36,recital,neg,good,1
anon-7,no_goal,37,dance,neg,terrible,2
anon-7,informative,38,review,neg,bad,3
anon-7,no_goal,39,song,pos,good,4
anon-7,social,40,dance,neg,amazing,2
anon-8,no_goal,1,solo,neg,bad,1
anon-8,no_goal,2,cookie,pos,terrible,1
anon-8,both,3,painting,neg,amazing,2
anon-8,informative,4,song,pos,amazing,5
anon-8,both,5,app,neg,good,2
anon-8,no_goal,6,recital,pos,okay,3
anon-8,no_goal,7,film,pos,amazing,5
anon-8,social,8,poem,pos,terrible,1
anon-8,social,9,song,pos,bad,1
anon-8,no_goal,10,cake,neg,terrible,2
anon-8,informative,11,monologue,pos,bad,1
anon-8,no_goal,12,presentation,neg,good,2
anon-8,both,13,dance,pos,terrible,1
anon-8,social,14,dance,neg,okay,1
anon-8,informative,15,cookie,neg,okay,2
anon-8,both,16,poem,neg,bad,2
anon-8,social,17,recital,neg,bad,1
anon-8,social,18,cake,neg,amazing,2
anon-8,informative,19,app,neg,terrible,2
anon-8,informative,20,poem,pos,good,4
anon-8,social,21,cookie,pos,amazing,2
anon-8,both,22,solo,pos,good,4
anon-8,informative,23,solo,pos,terrible,1
anon-8,informative,24,painting,neg,bad,2
anon-8,informative,25,recital,neg,amazing,2
anon-8,informative,26,presentation,pos,okay,3
anon-8,no_goal,27,dance,pos,good,4
anon-8,no_goal,28,review,pos,bad,1
anon-8,social,29,review,neg,terrible,2
anon-8,social,30,film,neg,good,1
anon-8,social,31,painting,pos,good,2
anon-8,social,32,app,pos,okay,1
anon-8,both,33,cake,pos,okay,3
anon-8,both,34,song,neg,okay,2
anon-8,informative,35,review,neg,good,3
anon-8,both,36,presentation,neg,terrible,2
anon-8,no_goal,37,monologue,neg,okay,2
anon-8,no_goal,38,poem,neg,amazing,2
anon-8,both,39,monologue,pos,amazing,5
anon-8,both,40,film,pos,bad,1
anon-9,informative,1,film,pos,good,2
anon-9,social,2,poem,pos,bad,1
anon-9,both,3,poem,neg,okay,2
anon-9,social,4,painting,pos,amazing,3
anon-9,no_goal,5,review,pos,amazing,5
anon-9,both,6,review,pos,bad,2
anon-9,both,7,cookie,neg,terrible,2
anon-9,no_goal,8,monologue,pos,good,3
anon-9,both,9,cake,neg,amazing,1
anon-9,social,10,dance,neg,amazing,1
anon-9,informative,11,recital,neg,terrible,3
anon-9,no_goal,12,cookie,neg,good,2
anon-9,social,13,song,neg,terrible,2
anon-9,no_goal,14,presentation,neg,okay,1
anon-9,both,15,monologue,pos,terrible,1
anon-9,social,16,film,pos,terrible,1
anon-9,no_goal,17,dance,neg,terrible,3
anon-9,both,18,solo,pos,good,2
anon-9,social,19,monologue,neg,okay,1
anon-9,both,20,film,neg,bad,2
anon-9,social,21,review,neg,good,1
anon-9,social,22,cake,pos,good,3
anon-9,informative,23,cookie,pos,okay,3
anon-9,both,24,presentation,pos,amazing,4
anon-9,no_goal,25,song,pos,bad,2
anon-9,no_goal,26,painting,pos,terrible,1
anon-9,both,27,dance,pos,okay,1
anon-9,informative,28,presentation,pos,bad,1
anon-9,informative,29,painting,neg,okay,2
anon-9,no_goal,30,film,neg,amazing,2
anon-9,no_goal,31,app,pos,okay,2
anon-9,informative,32,cake,neg,bad,3
anon-9,informative,33,song,neg,good,2
anon-9,no_goal,34,solo,neg,bad,2
anon-9,social,35,app,neg,bad,1
anon-9,informative,36,app,neg,amazing,2
anon-9,informative,37,solo,pos,terrible,1
anon-9,informative,38,poem,pos,amazing,5
anon-9,social,39,recital,pos,okay,2
anon-9,both,40,recital,neg,good,2
