"subid","trial","knowledge","true_state","utterance","goal","goal_prob"
"24",8,"unknown","okay","good","nice",0.775
"24",9,"unknown","terrible","okay","nice",0.75
"24",10,"unknown","bad","okay","nice",0.65
"24",11,"unknown","good","bad","nice",0.15
"24",12,"unknown","bad","good","nice",0.75
"24",13,"unknown","okay","terrible","nice",0.1
"24",14,"unknown","okay","okay","nice",0.5
"24",15,"unknown","good","okay","nice",0.225
"24",16,"unknown","good","amazing","nice",0.825
"24",17,"unknown","amazing","okay","nice",0.2
"24",18,"unknown","amazing","bad","nice",0.2
"24",19,"unknown","terrible","amazing","nice",0.85
"24",20,"unknown","terrible","good","nice",0.85
"24",21,"unknown","terrible","bad","nice",0.35
"24",22,"unknown","terrible","terrible","nice",0.325
"24",23,"unknown","bad","terrible","nice",0.225
"24",24,"unknown","okay","bad","nice",0.175
"24",25,"unknown","amazing","terrible","nice",0.175
"25",1,"unknown","terrible","good","honest",0.175
"25",2,"unknown","amazing","bad","honest",0.175
"25",3,"unknown","terrible","terrible","honest",0.775
"25",4,"unknown","bad","amazing","honest",0.175
"25",5,"unknown","okay","okay","honest",0.8
"25",6,"unknown","bad","good","honest",0.125
"25",7,"unknown","bad","bad","honest",0.75
"25",8,"unknown","okay","bad","honest",0.5
"25",9,"unknown","amazing","terrible","honest",0.025
"25",10,"unknown","bad","terrible","honest",0.5
"25",11,"unknown","good","good","honest",0.775
"25",12,"unknown","okay","terrible","honest",0.125
"25",13,"unknown","good","bad","honest",0.125
"25",14,"unknown","terrible","okay","honest",0.275
"25",15,"unknown","good","terrible","honest",0.05
"25",16,"unknown","amazing","okay","honest",0.275
"25",17,"unknown","terrible","bad","honest",0.825
"25",18,"unknown","terrible","amazing","honest",0.1
"25",19,"unknown","amazing","good","honest",0.5
"25",20,"unknown","good","amazing","honest",0.5
"25",21,"unknown","okay","amazing","honest",0.5
"25",22,"unknown","bad","okay","honest",0.275
"25",23,"unknown","okay","good","honest",0.275
"25",24,"unknown","good","okay","honest",0.3
"25",25,"unknown","amazing","amazing","honest",0.75
"26",1,"known","okay","bad","nice",0.225
"26",2,"known","good","terrible","nice",0.15
"26",3,"known","amazing","good","nice",0.925
"26",4,"known","good","good","nice",0.8
"26",5,"known","bad","amazing","nice",1
"26",6,"known","bad","good","nice",0.75
"26",7,"known","terrible","amazing","nice",1
"26",8,"known","amazing","terrible","nice",0
"26",9,"known","good","okay","nice",0.725
"26",10,"known","terrible","good","nice",0.85
"26",11,"known","amazing","okay","nice",0.575
"26",12,"known","amazing","amazing","nice",0.7
"26",13,"known","good","amazing","nice",0.925
"26",14,"known","bad","terrible","nice",0.2
"26",15,"known","okay","terrible","nice",0
"26",16,"known","good","bad","nice",0.15
"26",17,"known","terrible","bad","nice",0.25
"26",18,"known","okay","amazing","nice",1
"26",19,"known","bad","bad","nice",0
"26",20,"known","amazing","bad","nice",0.1
"26",21,"known","terrible","terrible","nice",0.05
"26",22,"known","bad","okay","nice",0.65
"26",23,"known","okay","good","nice",0.675
"26",24,"known","terrible","okay","nice",0.775
"26",25,"known","okay","okay","nice",0.175
"27",1,"known","terrible","terrible","nice",0.175
"27",2,"known","good","terrible","nice",0.125
"27",3,"known","bad","good","nice",0.65
"27",4,"known","good","amazing","nice",0.775
"27",5,"known","amazing","bad","nice",0.65
"27",6,"known","bad","okay","nice",0.325
"27",7,"known","bad","bad","nice",0.225
"27",8,"known","okay","good","nice",0.675
"27",9,"known","okay","bad","nice",0.25
"27",10,"known","good","bad","nice",0.15
"27",11,"known","bad","amazing","nice",0.875
"27",12,"known","okay","terrible","nice",0.175
"27",13,"known","terrible","okay","nice",0.25
"27",14,"known","okay","amazing","nice",0.875
"27",15,"known","amazing","terrible","nice",0.225
"27",16,"known","okay","okay","nice",0.35
"27",17,"known","good","okay","nice",0.275
"27",18,"known","amazing","amazing","nice",0.85
"27",19,"known","amazing","good","nice",0.85
"27",20,"known","amazing","okay","nice",0.325
"27",21,"known","terrible","bad","nice",0.15
"27",22,"known","terrible","amazing","nice",0.875
"27",23,"known","good","good","nice",0.75
"27",24,"known","bad","terrible","nice",0.175
"27",25,"known","terrible","good","nice",0.775
"28",1,"unknown","okay","good","mean",0
"28",2,"unknown","terrible","okay","mean",0.225
"28",3,"unknown","amazing","good","mean",0.25
"28",4,"unknown","terrible","amazing","mean",0
"28",5,"unknown","bad","bad","mean",0.8
"28",6,"unknown","amazing","okay","mean",0.15
"28",7,"unknown","bad","good","mean",0.1
"28",8,"unknown","amazing","terrible","mean",0.975
"28",9,"unknown","good","terrible","mean",0.975
"28",10,"unknown","okay","terrible","mean",0.75
"28",11,"unknown","terrible","good","mean",0.1
"28",12,"unknown","good","okay","mean",0.1
"28",13,"unknown","amazing","amazing","mean",0
"28",14,"unknown","bad","okay","mean",0.1
"28",15,"unknown","bad","amazing","mean",0
"28",16,"unknown","okay","amazing","mean",0.025
"28",17,"unknown","amazing","bad","mean",0.975
"28",18,"unknown","good","bad","mean",0.975
"28",19,"unknown","okay","bad","mean",0.95
"28",20,"unknown","terrible","bad","mean",0.5
"28",21,"unknown","bad","terrible","mean",0.5
"28",22,"unknown","good","amazing","mean",0
"28",23,"unknown","good","good","mean",0.5
"28",24,"unknown","terrible","terrible","mean",0.7
"28",25,"unknown","okay","okay","mean",0.5
"29",1,"unknown","good","amazing","honest",0.725
"29",2,"unknown","good","terrible","honest",0.75
"29",3,"unknown","bad","bad","honest",0.25
"29",4,"unknown","okay","okay","honest",0.2
"29",5,"unknown","bad","terrible","honest",0.675
"29",6,"unknown","terrible","amazing","honest",0.175
"29",7,"unknown","amazing","bad","honest",0.775
"29",8,"unknown","okay","terrible","honest",0.2
"29",9,"unknown","terrible","good","honest",0.3
"29",10,"unknown","amazing","good","honest",0.7
"29",11,"unknown","terrible","terrible","honest",0.5
"29",12,"unknown","bad","amazing","honest",0.75
"29",13,"unknown","amazing","amazing","honest",0.675
"29",14,"unknown","good","good","honest",0.775
"29",15,"unknown","bad","okay","honest",0.225
"29",16,"unknown","amazing","okay","honest",0.2
"29",17,"unknown","bad","good","honest",0.125
"29",18,"unknown","okay","bad","honest",0.525
"29",19,"unknown","amazing","terrible","honest",0.35
"29",20,"unknown","okay","amazing","honest",0.275
"29",21,"unknown","good","okay","honest",0.5
"29",22,"unknown","okay","good","honest",0.725
"29",23,"unknown","good","bad","honest",0.25
"29",24,"unknown","terrible","okay","honest",0.5
"29",25,"unknown","terrible","bad","honest",0.8
"30",1,"known","good","terrible","nice",0
"30",2,"known","bad","bad","nice",0.6
"30",3,"known","terrible","okay","nice",0.775
"30",4,"known","good","good","nice",0.825
"30",5,"known","okay","amazing","nice",0.8
"30",6,"known","bad","terrible","nice",0.475
"30",7,"known","good","amazing","nice",0.875
"30",8,"known","okay","good","nice",0.675
"30",9,"known","terrible","amazing","nice",0.85
"30",10,"known","amazing","amazing","nice",0.875
"30",11,"known","good","okay","nice",0.6
"30",12,"known","good","bad","nice",0.225
"30",13,"known","amazing","okay","nice",0.4
"30",14,"known","okay","okay","nice",0.575
"30",15,"known","bad","okay","nice",0.675
"30",16,"known","amazing","terrible","nice",0.175
"30",17,"known","bad","good","nice",0.825
"30",18,"known","okay","terrible","nice",0.275
"30",19,"known","bad","amazing","nice",0.85
"30",20,"known","terrible","terrible","nice",0.5
"30",21,"known","amazing","bad","nice",0.175
"30",22,"known","terrible","bad","nice",0.6
"30",23,"known","terrible","good","nice",0.825
"30",24,"known","amazing","good","nice",0.55
"30",25,"known","okay","bad","nice",0.275
"31",1,"known","okay","okay","mean",0.825
"31",2,"known","amazing","terrible","mean",0.2
"31",3,"known","bad","bad","mean",0.2
"31",4,"known","okay","amazing","mean",0.775
"31",5,"known","terrible","amazing","mean",0.9
"31",6,"known","amazing","bad","mean",0.15
"31",7,"known","bad","amazing","mean",0.025
"31",8,"known","okay","good","mean",0.15
"31",9,"known","terrible","good","mean",0.05
"31",10,"known","terrible","okay","mean",0.275
"31",11,"known","good","good","mean",0.6
"31",12,"known","good","terrible","mean",0.775
"31",13,"known","good","amazing","mean",0.1
"31",14,"known","bad","good","mean",0.5
"31",15,"known","bad","terrible","mean",0.775
"31",16,"known","terrible","terrible","mean",0.85
"31",17,"known","amazing","okay","mean",0.45
"31",18,"known","terrible","bad","mean",0.75
"31",19,"known","okay","bad","mean",0.8
"31",20,"known","amazing","amazing","mean",0.125
"31",21,"known","amazing","good","mean",0.275
"31",22,"known","okay","terrible","mean",0.875
"31",23,"known","good","bad","mean",0.8
"31",24,"known","good","okay","mean",0.325
"31",25,"known","bad","okay","mean",0.375
"32",1,"known","terrible","amazing","honest",0.025
"32",2,"known","terrible","terrible","honest",0.925
"32",3,"known","amazing","terrible","honest",0.025
"32",4,"known","okay","bad","honest",0.25
"32",5,"known","bad","good","honest",0.075
"32",6,"known","good","good","honest",0.975
"32",7,"known","okay","amazing","honest",0.4
"32",8,"known","bad","terrible","honest",0.925
"32",9,"known","terrible","okay","honest",0.5
"32",10,"known","amazing","bad","honest",0.1
"32",11,"known","good","bad","honest",0.025
"32",12,"known","terrible","bad","honest",0.95
"32",13,"known","okay","okay","honest",0.85
"32",14,"known","amazing","amazing","honest",0.975
"32",15,"known","good","amazing","honest",0.875
"32",16,"known","bad","okay","honest",0.4
"32",17,"known","bad","bad","honest",0.95
"32",18,"known","bad","amazing","honest",0.05
"32",19,"known","amazing","good","honest",0.625
"32",20,"known","okay","terrible","honest",0.075
"32",21,"known","good","terrible","honest",0.225
"32",22,"known","okay","good","honest",0.6
"32",23,"known","terrible","good","honest",0.125
"32",24,"known","good","okay","honest",0.175
"32",25,"known","amazing","okay","honest",0.25
"33",1,"known","good","okay","mean",0.725
"33",2,"known","okay","amazing","mean",0
"33",3,"known","terrible","good","mean",0
"33",4,"known","amazing","amazing","mean",0
"33",5,"known","terrible","amazing","mean",0
"33",6,"known","good","bad","mean",1
"33",7,"known","bad","amazing","mean",0
"33",8,"known","bad","terrible","mean",0.125
"33",9,"known","good","terrible","mean",0.9
"33",10,"known","okay","okay","mean",0
"33",11,"known","good","good","mean",0
"33",12,"known","terrible","terrible","mean",0
"33",13,"known","terrible","okay","mean",0
"33",14,"known","bad","bad","mean",0
"33",15,"known","amazing","terrible","mean",1
"33",16,"known","bad","good","mean",0
"33",17,"known","amazing","good","mean",0.175
"33",18,"known","amazing","bad","mean",1
"33",19,"known","okay","bad","mean",0.875
"33",20,"known","amazing","okay","mean",0.775
"33",21,"known","terrible","bad","mean",0
"33",22,"known","bad","okay","mean",0.225
"33",23,"known","okay","terrible","mean",0.8
"33",24,"known","okay","good","mean",0.05
"33",25,"known","good","amazing","mean",0
"34",1,"unknown","bad","terrible","mean",0.25
"34",2,"unknown","amazing","amazing","mean",0.25
"34",3,"unknown","terrible","bad","mean",0.275
"34",4,"unknown","terrible","terrible","mean",0.2
"34",5,"unknown","okay","bad","mean",0.725
"34",6,"unknown","bad","amazing","mean",0.2
"34",7,"unknown","amazing","good","mean",0.2
"34",8,"unknown","terrible","okay","mean",0.15
"34",9,"unknown","okay","terrible","mean",0.7
"34",10,"unknown","good","good","mean",0.2
"34",11,"unknown","okay","okay","mean",0.225
"34",12,"unknown","terrible","good","mean",0.175
"34",13,"unknown","good","bad","mean",0.95
"34",14,"unknown","good","amazing","mean",0.225
"34",15,"unknown","amazing","bad","mean",0.875
"34",16,"unknown","good","okay","mean",0.45
"34",17,"unknown","good","terrible","mean",0.85
"34",18,"unknown","terrible","amazing","mean",0.15
"34",19,"unknown","bad","okay","mean",0.25
"34",20,"unknown","okay","amazing","mean",0.225
"34",21,"unknown","amazing","terrible","mean",0.9
"34",22,"unknown","amazing","okay","mean",0.5
"34",23,"unknown","bad","bad","mean",0.5
"34",24,"unknown","okay","good","mean",0.25
"34",25,"unknown","bad","good","mean",0.3
"35",1,"known","terrible","amazing","honest",0.775
"35",2,"known","terrible","okay","honest",0.225
"35",3,"known","okay","good","honest",0.675
"35",4,"known","amazing","bad","honest",0.65
"35",5,"known","good","amazing","honest",0.925
"35",6,"known","bad","good","honest",0.4
"35",7,"known","good","good","honest",0.775
"35",8,"known","okay","okay","honest",0.225
"35",9,"known","terrible","bad","honest",0.825
"35",10,"known","good","okay","honest",0.7
"35",11,"known","bad","terrible","honest",0.7
"35",12,"known","good","bad","honest",0.35
"35",13,"known","okay","bad","honest",0.625
"35",14,"known","amazing","good","honest",0.9
"35",15,"known","bad","okay","honest",0.75
"35",16,"known","terrible","good","honest",0.4
"35",17,"known","okay","amazing","honest",0.4
"35",18,"known","okay","terrible","honest",0.375
"35",19,"known","terrible","terrible","honest",0.725
"35",20,"known","bad","amazing","honest",0.675
"35",21,"known","amazing","okay","honest",0.85
"35",22,"known","amazing","amazing","honest",0.85
"35",23,"known","bad","bad","honest",0.7
"35",24,"known","good","terrible","honest",0.25
"35",25,"known","amazing","terrible","honest",0.75
"36",1,"known","okay","okay","honest",1
"36",2,"known","good","bad","honest",0.25
"36",3,"known","amazing","amazing","honest",0.875
"36",4,"known","good","terrible","honest",0.15
"36",5,"known","okay","terrible","honest",0.3
"36",6,"known","bad","good","honest",0.225
"36",7,"known","okay","good","honest",0.225
"36",8,"known","terrible","amazing","honest",0.2
"36",9,"known","good","amazing","honest",0.3
"36",10,"known","good","good","honest",0.925
"36",11,"known","okay","bad","honest",0.225
"36",12,"known","bad","amazing","honest",0.225
"36",13,"known","bad","bad","honest",0.9
"36",14,"known","amazing","okay","honest",0.25
"36",15,"known","good","okay","honest",0.325
"36",16,"known","okay","amazing","honest",0.275
"36",17,"known","bad","okay","honest",0.3
"36",18,"known","terrible","terrible","honest",0.9
"36",19,"known","terrible","good","honest",0.175
"36",20,"known","terrible","bad","honest",0.725
"36",21,"known","amazing","good","honest",0.75
"36",22,"known","amazing","terrible","honest",0.15
"36",23,"known","bad","terrible","honest",0.65
"36",24,"known","terrible","okay","honest",0.175
"36",25,"known","amazing","bad","honest",0.15
"37",1,"known","terrible","okay","honest",0.25
"37",2,"known","bad","okay","honest",0.3
"37",3,"known","amazing","okay","honest",0.425
"37",4,"known","okay","okay","honest",0.725
"37",5,"known","terrible","bad","honest",0.825
"37",6,"known","good","good","honest",0.825
"37",7,"known","okay","terrible","honest",0.4
"37",8,"known","bad","good","honest",0.2
"37",9,"known","okay","bad","honest",0.325
"37",10,"known","terrible","good","honest",0.225
"37",11,"known","terrible","amazing","honest",0.1
"37",12,"known","amazing","good","honest",0.6
"37",13,"known","okay","good","honest",0.4
"37",14,"known","bad","amazing","honest",0.2
"37",15,"known","bad","bad","honest",0.85
"37",16,"known","amazing","terrible","honest",0.1
"37",17,"known","good","amazing","honest",0.6
"37",18,"known","good","bad","honest",0.2
"37",19,"known","okay","amazing","honest",0.425
"37",20,"known","good","terrible","honest",0.175
"37",21,"known","terrible","terrible","honest",0.875
"37",22,"known","bad","terrible","honest",0.725
"37",23,"known","amazing","bad","honest",0.225
"37",24,"known","good","okay","honest",0.55
"37",25,"known","amazing","amazing","honest",0.85
"38",1,"known","bad","okay","nice",0.675
"38",2,"known","amazing","okay","nice",0.825
"38",3,"known","good","amazing","nice",0.85
"38",4,"known","good","okay","nice",0.775
"38",5,"known","terrible","good","nice",0.9
"38",6,"known","bad","bad","nice",0.725
"38",7,"known","okay","okay","nice",0.7
"38",8,"known","okay","terrible","nice",0.9
"38",9,"known","amazing","amazing","nice",0.875
"38",10,"known","amazing","bad","nice",0.875
"38",11,"known","okay","bad","nice",0.875
"38",12,"known","good","bad","nice",0.775
"38",13,"known","terrible","okay","nice",0.85
"38",14,"known","terrible","bad","nice",0.875
"38",15,"known","amazing","terrible","nice",0.8
"38",16,"known","good","terrible","nice",0.75
"38",17,"known","okay","amazing","nice",0.825
"38",18,"known","okay","good","nice",0.85
"38",19,"known","bad","terrible","nice",0.825
"38",20,"known","amazing","good","nice",0.9
"38",21,"known","terrible","amazing","nice",0.3
"38",22,"known","bad","amazing","nice",0.9
"38",23,"known","good","good","nice",0.925
"38",24,"known","terrible","terrible","nice",0.775
"38",25,"known","bad","good","nice",0.9
"39",1,"unknown","okay","terrible","nice",0.5
"39",2,"unknown","terrible","terrible","nice",0.5
"39",3,"unknown","bad","okay","nice",0.775
"39",4,"unknown","okay","okay","nice",0.5
"39",5,"unknown","bad","terrible","nice",0.325
"39",6,"unknown","good","bad","nice",0.325
"39",7,"unknown","amazing","terrible","nice",0.275
"39",8,"unknown","amazing","bad","nice",0.35
"39",9,"unknown","okay","bad","nice",0.475
"39",10,"unknown","bad","amazing","nice",0.9
"39",11,"unknown","good","terrible","nice",0.375
"39",12,"unknown","amazing","okay","nice",0.5
"39",13,"unknown","good","amazing","nice",0.725
"39",14,"unknown","okay","good","nice",0.75
"39",15,"unknown","bad","bad","nice",0.35
"39",16,"unknown","amazing","amazing","nice",0.7
"39",17,"unknown","good","good","nice",0.6
"39",18,"unknown","bad","good","nice",0.8
"39",19,"unknown","terrible","good","nice",0.75
"39",20,"unknown","terrible","bad","nice",0.375
"39",21,"unknown","okay","amazing","nice",0.75
"39",22,"unknown","amazing","good","nice",0.775
"39",23,"unknown","good","okay","nice",0.325
"39",24,"unknown","terrible","amazing","nice",0.85
"39",25,"unknown","terrible","okay","nice",0.65
"40",1,"unknown","terrible","okay","nice",0.725
"40",2,"unknown","good","bad","nice",0.075
"40",3,"unknown","terrible","good","nice",0.725
"40",4,"unknown","amazing","bad","nice",0.125
"40",5,"unknown","okay","good","nice",0.8
"40",6,"unknown","good","amazing","nice",0.725
"40",7,"unknown","bad","terrible","nice",0.075
"40",8,"unknown","good","good","nice",0.625
"40",9,"unknown","okay","amazing","nice",0.825
"40",10,"unknown","bad","good","nice",0.875
"40",11,"unknown","bad","bad","nice",0
"40",12,"unknown","good","okay","nice",0.375
"40",13,"unknown","bad","amazing","nice",0.925
"40",14,"unknown","amazing","terrible","nice",0
"40",15,"unknown","okay","bad","nice",0
"40",16,"unknown","terrible","amazing","nice",0.925
"40",17,"unknown","terrible","terrible","nice",0
"40",18,"unknown","good","terrible","nice",0
"40",19,"unknown","bad","okay","nice",0.825
"40",20,"unknown","amazing","amazing","nice",0.625
"40",21,"unknown","okay","okay","nice",0.375
"40",22,"unknown","okay","terrible","nice",0.075
"40",23,"unknown","amazing","good","nice",0.575
"40",24,"unknown","amazing","okay","nice",0.4
"40",25,"unknown","terrible","bad","nice",0.125
"41",1,"known","okay","amazing","nice",0.85
"41",2,"known","okay","terrible","nice",0
"41",3,"known","amazing","good","nice",1
"41",4,"known","terrible","okay","nice",0.825
"41",5,"known","bad","okay","nice",0.85
"41",6,"known","good","bad","nice",0.225
"41",7,"known","okay","bad","nice",0.225
"41",8,"known","terrible","amazing","nice",0.9
"41",9,"known","bad","bad","nice",0.225
"41",10,"known","good","okay","nice",0.775
"41",11,"known","okay","good","nice",0.825
"41",12,"known","amazing","okay","nice",0.3
"41",13,"known","terrible","terrible","nice",0.275
"41",14,"known","amazing","terrible","nice",0.2
"41",15,"known","bad","good","nice",0.875
"41",16,"known","okay","okay","nice",0.775
"41",17,"known","bad","terrible","nice",0.45
"41",18,"known","good","good","nice",0.75
"41",19,"known","terrible","bad","nice",0.2
"41",20,"known","bad","amazing","nice",0.85
"41",21,"known","amazing","bad","nice",0.225
"41",22,"known","terrible","good","nice",0.8
"41",23,"known","amazing","amazing","nice",0.85
"41",24,"known","good","terrible","nice",0.1
"41",25,"known","good","amazing","nice",0.95
"42",1,"known","amazing","okay","nice",0.575
"42",2,"known","amazing","terrible","nice",0.35
"42",3,"known","okay","amazing","nice",0.625
"42",4,"known","bad","terrible","nice",0.375
"42",5,"known","good","bad","nice",0.625
"42",6,"known","good","amazing","nice",0.4
"42",7,"known","terrible","good","nice",0.375
"42",8,"known","bad","okay","nice",0.375
"42",9,"known","good","terrible","nice",0.425
"42",10,"known","amazing","good","nice",0.4
"42",11,"known","bad","amazing","nice",0.425
"42",12,"known","good","good","nice",0.375
"42",13,"known","bad","good","nice",0.625
"42",14,"known","terrible","terrible","nice",0.625
"42",15,"known","amazing","bad","nice",0.4
"42",16,"known","okay","good","nice",0.4
"42",17,"known","okay","okay","nice",0.375
"42",18,"known","terrible","okay","nice",0.4
"42",19,"known","good","okay","nice",0.675
"42",20,"known","amazing","amazing","nice",0.475
"42",21,"known","terrible","amazing","nice",0.575
"42",22,"known","bad","bad","nice",0.5
"42",23,"known","terrible","bad","nice",0.5
"42",24,"known","okay","terrible","nice",0.45
"42",25,"known","okay","bad","nice",0.4
"43",1,"known","amazing","amazing","honest",0.725
"43",2,"known","good","amazing","honest",0.8
"43",3,"known","bad","okay","honest",0.4
"43",4,"known","good","bad","honest",0.275
"43",5,"known","good","good","honest",0.75
"43",6,"known","bad","terrible","honest",0.875
"43",7,"known","okay","good","honest",0.425
"43",8,"known","okay","terrible","honest",0.6
"43",9,"known","terrible","amazing","honest",0.125
"43",10,"known","terrible","terrible","honest",0.75
"43",11,"known","amazing","good","honest",0.9
"43",12,"known","bad","amazing","honest",0.2
"43",13,"known","terrible","bad","honest",1
"43",14,"known","okay","bad","honest",0.3
"43",15,"known","terrible","good","honest",0.1
"43",16,"known","amazing","okay","honest",0.5
"43",17,"known","okay","amazing","honest",0.55
"43",18,"known","amazing","terrible","honest",0.075
"43",19,"known","amazing","bad","honest",0.9
"43",20,"known","good","okay","honest",0.8
"43",21,"known","good","terrible","honest",0.1
"43",22,"known","bad","good","honest",0.175
"43",23,"known","terrible","okay","honest",0.275
"43",24,"known","bad","bad","honest",0.975
"43",25,"known","okay","okay","honest",0.95
"43",1,"known","terrible","okay","honest",0.4
"43",2,"known","good","good","honest",0.675
"43",3,"known","bad","bad","honest",0.875
"43",4,"known","good","terrible","honest",0.125
"43",5,"known","good","okay","honest",0.75
"43",6,"known","okay","good","honest",0.55
"43",7,"known","terrible","terrible","honest",0.825
"43",8,"known","good","bad","honest",0.1
"43",9,"known","good","amazing","honest",0.575
"43",10,"known","amazing","bad","honest",0.1
"43",11,"known","terrible","good","honest",0.25
"43",12,"known","amazing","terrible","honest",0.1
"43",13,"known","bad","good","honest",0.225
"43",14,"known","amazing","good","honest",0.75
"43",15,"known","okay","okay","honest",0.775
"43",16,"known","terrible","bad","honest",0.825
"43",17,"known","okay","amazing","honest",0.275
"43",18,"known","terrible","amazing","honest",0.15
"43",19,"known","okay","bad","honest",0.825
"43",20,"known","amazing","okay","honest",0.55
"43",21,"known","bad","terrible","honest",0.85
"43",22,"known","okay","terrible","honest",0.65
"43",23,"known","amazing","amazing","honest",0.85
"43",24,"known","bad","amazing","honest",0.25
"43",25,"known","bad","okay","honest",0.625
"44",1,"unknown","terrible","amazing","mean",0
"44",2,"unknown","bad","okay","mean",0
"44",3,"unknown","good","okay","mean",0.625
"44",4,"unknown","terrible","terrible","mean",0.575
"44",5,"unknown","amazing","amazing","mean",0
"44",6,"unknown","good","bad","mean",0.95
"44",7,"unknown","amazing","bad","mean",0.75
"44",8,"unknown","terrible","good","mean",0
"44",9,"unknown","okay","bad","mean",0.675
"44",10,"unknown","okay","good","mean",0
"44",11,"unknown","okay","okay","mean",0.05
"44",12,"unknown","good","terrible","mean",0.85
"44",13,"unknown","okay","terrible","mean",0.725
"44",14,"unknown","okay","amazing","mean",0
"44",15,"unknown","good","amazing","mean",0
"44",16,"unknown","amazing","terrible","mean",1
"44",17,"unknown","terrible","bad","mean",0.45
"44",18,"unknown","bad","terrible","mean",0.475
"44",19,"unknown","amazing","okay","mean",0.65
"44",20,"unknown","good","good","mean",0
"44",21,"unknown","bad","bad","mean",0.375
"44",22,"unknown","bad","amazing","mean",0
"44",23,"unknown","amazing","good","mean",0.5
"44",24,"unknown","bad","good","mean",0
"44",25,"unknown","terrible","okay","mean",0
"45",1,"unknown","terrible","okay","honest",0.35
"45",2,"unknown","bad","good","honest",0.075
"45",3,"unknown","amazing","good","honest",0.85
"45",4,"unknown","bad","amazing","honest",0
"45",5,"unknown","good","bad","honest",1
"45",6,"unknown","okay","good","honest",0.625
"45",7,"unknown","okay","amazing","honest",0
"45",8,"unknown","terrible","amazing","honest",0
"45",9,"unknown","bad","okay","honest",0.25
"45",10,"unknown","terrible","good","honest",0
"45",11,"unknown","bad","terrible","honest",1
"45",12,"unknown","good","okay","honest",0.725
"45",13,"unknown","good","terrible","honest",0
"45",14,"unknown","amazing","bad","honest",0
"45",15,"unknown","bad","bad","honest",1
"45",16,"unknown","good","amazing","honest",0.775
"45",17,"unknown","okay","terrible","honest",0.25
"45",18,"unknown","okay","okay","honest",1
"45",19,"unknown","amazing","okay","honest",0.3
"45",20,"unknown","amazing","amazing","honest",1
"45",21,"unknown","good","good","honest",0.975
"45",22,"unknown","amazing","terrible","honest",0
"45",23,"unknown","okay","bad","honest",0.225
"45",24,"unknown","terrible","terrible","honest",0.975
"45",25,"unknown","terrible","bad","honest",0.95
"46",1,"known","amazing","good","mean",0
"46",2,"known","good","terrible","mean",1
"46",3,"known","bad","terrible","mean",0.5
"46",4,"known","good","amazing","mean",0
"46",5,"known","good","bad","mean",0.975
"46",6,"known","okay","good","mean",0
"46",7,"known","amazing","bad","mean",0.975
"46",8,"known","terrible","amazing","mean",0
"46",9,"known","good","good","mean",0
"46",10,"known","bad","good","mean",0
"46",11,"known","good","okay","mean",0.7
"46",12,"known","terrible","bad","mean",0.7
"46",13,"known","okay","amazing","mean",0.025
"46",14,"known","terrible","terrible","mean",0.725
"46",15,"known","amazing","terrible","mean",1
"46",16,"known","okay","okay","mean",0.5
"46",17,"known","bad","bad","mean",0.775
"46",18,"known","amazing","amazing","mean",0.025
"46",19,"known","amazing","okay","mean",0.75
"46",20,"known","terrible","good","mean",0
"46",21,"known","bad","okay","mean",0.025
"46",22,"known","okay","terrible","mean",0.775
"46",23,"known","bad","amazing","mean",0.05
"46",24,"known","okay","bad","mean",0.85
"46",25,"known","terrible","okay","mean",0.025
"47",1,"unknown","terrible","bad","honest",0.95
"47",2,"unknown","amazing","okay","honest",0.675
"47",3,"unknown","okay","amazing","honest",0.5
"47",4,"unknown","amazing","good","honest",0.725
"47",5,"unknown","good","terrible","honest",0.5
"47",6,"unknown","amazing","amazing","honest",0.975
"47",7,"unknown","okay","terrible","honest",0.5
"47",8,"unknown","terrible","terrible","honest",0.75
"47",9,"unknown","okay","good","honest",0.5
"47",10,"unknown","terrible","okay","honest",0.5
"47",11,"unknown","bad","amazing","honest",0.2
"47",12,"unknown","okay","okay","honest",0.925
"47",13,"unknown","good","good","honest",1
"47",14,"unknown","good","okay","honest",0.75
"47",15,"unknown","bad","okay","honest",0.5
"47",16,"unknown","amazing","bad","honest",0.225
"47",17,"unknown","okay","bad","honest",0.4
"47",18,"unknown","amazing","terrible","honest",0.25
"47",19,"unknown","bad","terrible","honest",0.75
"47",20,"unknown","good","amazing","honest",0.4
"47",21,"unknown","terrible","good","honest",0.325
"47",22,"unknown","good","bad","honest",0.4
"47",23,"unknown","bad","bad","honest",0.775
"47",24,"unknown","terrible","amazing","honest",0.15
"47",25,"unknown","bad","good","honest",0.4
"1",1,"unknown","good","terrible","nice",0.025
"1",2,"unknown","terrible","bad","nice",0.5
"1",3,"unknown","good","good","nice",1
"1",4,"unknown","amazing","bad","nice",0
"1",5,"unknown","bad","amazing","nice",0.975
"1",6,"unknown","bad","bad","nice",0.7
"1",7,"unknown","okay","terrible","nice",0.1
"1",8,"unknown","terrible","good","nice",0.825
"1",9,"unknown","amazing","amazing","nice",1
"1",10,"unknown","okay","okay","nice",0.95
"1",11,"unknown","terrible","terrible","nice",0.125
"1",12,"unknown","bad","okay","nice",0.825
"1",13,"unknown","amazing","good","nice",0.3
"1",14,"unknown","terrible","okay","nice",0.9
"1",15,"unknown","good","okay","nice",0.15
"1",16,"unknown","good","amazing","nice",0.975
"1",17,"unknown","amazing","terrible","nice",0.025
